year,title,genre
1951,White Corridors,drama
1951,Worm's Eye View,comedy
1951,Young Wives' Tale,comedy
1952,Angels One Five,world war ii
1952,Brandy for the Parson,comedy
1952,The Card,romantic comedy
1952,Circumstantial Evidence,crime
1952,Crow Hollow,drama
1952,Curtain Up,comedy
1952,Derby Day,drama
1952,Down Among the Z Men,comedy
1952,The Frightened Man,crime
1952,The Gentle Gunman,drama
1952,Ghost Ship,thriller
1952,Gift Horse,war
1952,Gone to Earth,drama
1952,Hammer the Toff,crime
1952,The Happy Family,comedy
1952,Hindle Wakes,drama
1952,The Hour of 13,mystery
1952,Hunted,crime/drama
1952,I Believe in You,drama
1952,The Importance of Being Earnest,comedy
1952,It Started in Paradise,drama
1952,Judgment Deferred,drama
1952,A Killer Walks,crime
1952,King of the Underworld,crime
1952,Lady in the Fog,mystery
1952,The Last Page,crime
1952,Little Big Shot,comedy
1952,The Lost Hours,drama
1952,Made in Heaven,comedy
1952,The Man Who Watched Trains Go By,crime
1952,Mandy,drama
1952,Meet Me Tonight,comedy
1952,Mother Riley Meets the Vampire,comedy
1952,Moulin Rouge,biopic
1952,Never Look Back,drama
1952,Never Take No for an Answer,drama
1952,Paul Temple Returns,thriller
1952,Penny Princess,comedy
1952,The Planter's Wife,malyana emergency adventure/drama
1952,Salute the Toff,crime
1952,Secret People,spy thriller
1952,So Little Time,romance
1952,Something Money Can't Buy,comedy/drama
1952,The Sound Barrier,drama
1952,Stolen Face,drama
1952,The Stranger Left No Card,short drama
1952,"Time Gentlemen, Please!",comedy
1952,Top Secret,comedy
1952,Treasure Hunt,comedy
1952,Trent's Last Case,detective
1952,The Voice of Merrill,mystery
1952,Wide Boy,crime
1952,The Woman's Angle,drama
1952,Women of Twilight,crime
1952,The Wonder Kid,drama
1953,36 Hours,crime
1953,Albert R.N.,world war ii/pow
1953,Always a Bride,comedy
1953,Appointment in London,world war ii
1953,Background,drama
1953,The Beggar's Opera,musical
1953,The Blue Parrot,crime
1953,The Broken Horseshoe,crime
1953,The Captain's Paradise,romantic comedy
1953,Cosh Boy,crime drama
1953,The Cruel Sea,world war ii
1953,A Day to Remember,comedy drama
1953,Desperate Moment,thriller
1953,Escape by Night,crime
1953,The Fake,crime
1953,The Final Test,sports
1953,The Flanagan Boy,drama
1953,Folly to Be Wise,comedy
1953,Four Sided Triangle,sci-fi
1953,The Gambler and the Lady,crime
1953,Genevieve,comedy
1953,The Girl on the Pier,crime
1953,Grand National Night,thriller
1953,The Great Game,sports
1953,The Heart of the Matter,drama
1953,Innocents in Paris,comedy
1953,Intimate Relations,drama
1953,The Intruder,drama
1953,Is Your Honeymoon Really Necessary?,comedy
1953,It's a Grand Life,comedy
1953,Johnny on the Run,adventure
1953,The Kidnappers,drama
1953,The Large Rope,crime
1953,Laughing Anne,adventure
1953,Laxdale Hall,comedy
1953,The Limping Man,drama
1953,The Long Memory,drama
1953,Malta Story,world war ii
1953,The Man Between,thriller
1953,Marilyn,crime
1953,The Master of Ballantrae,adventure
1953,Meet Mr. Lucifer,comedy
1953,The Net,thriller
1953,Operation Diplomat,drama
1953,The Oracle,comedy
1953,Our Girl Friday,comedy
1953,Recoil,crime
1953,Small Town Story,thriller
1953,The Story of Gilbert and Sullivan,musical
1953,Street of Shadows,crime
1953,Those People Next Door,comedy
1953,Three Steps in the Dark,crime
1953,The Titfield Thunderbolt,comedy
1953,Top of the Form,comedy
1953,Trouble in Store,comedy
1953,Turn the Key Softly,drama
1953,The Wedding of Lilli Marlene,drama
1953,Wheel of Fate,drama
1953,The Yellow Balloon,drama
1954,Adventure in the Hopfields,family
1954,The Angel Who Pawned Her Harp,comedy
1954,Animal Farm,literary adaptation
1954,Aunt Clara,comedy
1954,Bang! You're Dead,thriller
1954,The Beachcomber,comedy/drama
1954,The Belles of St Trinian's,comedy
1954,The Black Rider,thriller
1954,The Body Said No!,comedy/crime
1954,Carrington V.C.,drama
1954,Conflict of Wings,drama
1954,The Crowded Day,drama
1954,"Dance, Little Lady",drama
1954,Delavine Affair,crime
1954,Delayed Action,mystery
1954,Devil Girl from Mars,sci-fi
1954,Devil's Point,crime
1954,The Diamond,crime
1954,The Divided Heart,drama
1954,Doctor in the House,comedy
1954,Eight O'Clock Walk,crime
1954,The Embezzler,crime
1954,The End of the Road,drama
1954,Fast and Loose,comedy
1954,Father Brown,detective/drama
1954,Five Days,crime
1954,"For Better, for Worse",comedy/romance
1954,Forbidden Cargo,crime/drama
1954,Front Page Story,drama
1954,The Gay Dog,comedy
1954,Golden Ivory,african adventure
1954,The Golden Link,crime
1954,The Good Die Young,crime
1954,Happy Ever After,comedy
1954,The Harassed Hero,comedy
1954,Hobson's Choice,comedy
1954,The House Across the Lake,drama
1954,Impulse,crime
1954,An Inspector Calls,crime
1954,Isn't Life Wonderful!,comedy
1954,John Wesley,biopic
1954,Lease of Life,drama
1954,Lilacs in the Spring,romance
1954,The Love Lottery,comedy
1954,Mad About Men,comedy
1954,The Maggie,comedy
1954,Make Me an Offer,comedy
1954,Malaga,crime/drama
1954,Mask of Dust,action
1954,The Master Plan,drama
1954,Meet Mr. Callaghan,crime
1954,The Men of Sherwood Forest,adventure
1954,The Million Pound Note,comedy
1954,Murder by Proxy,thriller
1954,Orders Are Orders,comedy
1954,Profile,drama
1954,The Purple Plain,world war ii
1954,Radio Cab Murder,crime
1954,The Runaway Bus,comedy
1954,The Sea Shall Not Have Them,world war ii
1954,Seagulls Over Sorrento,drama
1954,The Seekers,adventure
1954,The Sleeping Tiger,crime
1954,A Stranger Came Home,drama
1954,Stranger from Venus,sci-fi
1954,The Teckman Mystery,mystery
1954,Third Party Risk,crime
1954,Time Is My Enemy,crime
1954,Trouble in the Glen,comedy
1954,Up to His Neck,comedy
1954,The Weak and the Wicked,prison drama
1954,West of Zanzibar,african adventure
1954,What Every Woman Wants,comedy
1954,You Know What Sailors Are,comedy
1954,The Young Lovers,romance
1955,Abdulla the Great,comedy
1955,Above Us the Waves,world war ii
1955,All for Mary,comedy
1955,An Alligator Named Daisy,comedy
1955,As Long as They're Happy,comedy
1955,Barbados Quest,crime
1955,The Blue Peter,adventure
1955,Cast a Dark Shadow,suspense
1955,The Cockleshell Heroes,world war ii
1955,The Colditz Story,world war ii
1955,The Constant Husband,comedy
1955,The Dam Busters,world war ii
1955,Doctor at Sea,comedy
1955,Escapade,comedy/drama
1955,Footsteps in the Fog,drama
1955,Geordie,sports comedy
1955,The Gilded Cage,crime
1955,The Glass Cage,mystery
1955,It's a Great Day,comedy
1955,John and Julie,comedy
1955,Josephine and Men,comedy
1955,A Kid for Two Farthings,drama
1955,The Ladykillers,comedy
1955,The Lyons in Paris,comedy
1955,The Man Who Loved Redheads,comedy
1955,Miss Tulip Stays the Night,comedy
1955,The Night My Number Came Up,thriller
1955,Oh... Rosalinda!!,musical
1955,One Good Turn,comedy
1955,One Jump Ahead,crime
1955,One Way Out,crime
1955,Out of the Clouds,drama
1955,Passage Home,drama
1955,Police Dog,crime
1955,The Prisoner,drama
1955,The Quatermass Xperiment,sci-fi
1955,Raising a Riot,comedy
1955,Reluctant Bride,comedy
1955,Richard III,literary drama
1955,The Right Person,drama
1955,Room in the House,comedy
1955,The Secret,crime
1955,Secret Venture,thriller
1955,See How They Run,comedy
1955,The Ship That Died of Shame,crime
1955,Stock Car,sports
1955,Storm Over the Nile,action
1955,They Can't Hang Me,drama
1955,The Time of His Life,comedy
1955,Timeslip,sci-fi
1955,To Paris with Love,comedy
1955,Touch and Go,comedy
1955,Windfall,comedy
1955,The Woman for Joe,drama
1955,A Yank in Ermine,comedy
1955,You Lucky People,comedy
1956,Assignment Redhead,crime
1956,The Baby and the Battleship,comedy
1956,The Battle of the River Plate,world war ii
1956,Behind the Headlines,crime
1956,The Bespoke Overcoat,drama
1956,The Black Tent,war
1956,Bond of Fear,drama
1956,The Case of the Mukkinese Battle Horn,comedy
1956,Charley Moon,musical
1956,Checkpoint,drama
1956,Cloak Without Dagger,thriller
1956,Dry Rot,comedy
1956,The Extra Day,comedy/drama
1956,Eyewitness,thriller
1956,The Feminine Touch,drama
1956,The Gamma People,science-fiction
1956,The Green Man,comedy/drama
1956,High Terrace,mystery
1956,A Hill in Korea,korean war
1956,House of Secrets,crime
1956,The Intimate Stranger,drama
1956,It's Great to Be Young,comedy/musical
1956,It's Never Too Late,comedy
1956,Jacqueline,drama
1956,"Johnny, You're Wanted",crime
1956,Jumping for Joy,comedy
1956,Keep It Clean,comedy
1956,The Long Arm,crime
1956,Lost,thriller
1956,The March Hare,comedy
1956,My Wife's Family,comedy
1956,Not So Dusty,comedy
1956,Odongo,african adventure
1956,Pacific Destiny,drama
1956,Portrait of Alison,crime
1956,Private's Progress,comedy
1956,Ramsbottom Rides Again,comedy/western
1956,Reach for the Sky,biopic/world war ii
1956,Safari,african adventure
1956,Sailor Beware!,comedy
1956,Satellite in the Sky,science-fiction
1956,The Secret Tent,crime
1956,Soho Incident,crime
1956,Stars in Your Eyes,musical
1956,Tiger in the Smoke,crime
1956,Tons of Trouble,comedy
1956,A Town Like Alice,romance/drama
1956,Who Done It?,comedy
1956,Wicked as They Come,crime
1956,Yield to the Night,drama
1956,Zarak,adventure
1957,The Abominable Snowman,horror
1957,Account Rendered,mystery
1957,The Admirable Crichton,comedy
1957,Barnacle Bill,comedy
1957,The Barretts of Wimpole Street,drama
1957,The Bridge on the River Kwai,world war ii/pow
1957,Campbell's Kingdom,western
1957,Carry on Admiral,comedy
1957,The Curse of Frankenstein,horror
1957,Dangerous Exile,historical
1957,Doctor at Large,comedy
1957,The End of the Line,crime
1957,Face in the Night,crime
1957,Fortune Is a Woman,crime
1957,High Flight,drama
1957,High Tide at Noon,drama
1957,Hour of Decision,mystery
1957,Ill Met by Moonlight,world war ii
1957,Interpol,crime
1957,Just My Luck,sports/comedy
1957,Kill Me Tomorrow,crime
1957,A King in New York,comedy
1957,Lady of Vengeance,crime
1957,The Long Haul,drama
1957,Lucky Jim,comedy
1957,Man from Tangier,crime
1957,The Man in the Sky,thriller
1957,The Man Without a Body,horror
1957,Miracle in Soho,romance
1957,Morning Call,thriller
1957,The Naked Truth,comedy
1957,Night of the Demon,horror
1957,No Time for Tears,drama
1957,Not Wanted on Voyage,comedy
1957,The One That Got Away,world war ii
1957,The Passionate Stranger,drama
1957,Quatermass 2,science-fiction
1957,Robbery Under Arms,crime
1957,Rockets Galore!,comedy
1957,Sea Wife,thriller
1957,Second Fiddle,comedy
1957,The Secret Place,drama
1957,Seven Thunders,world war ii
1957,The Shiralee,drama
1957,The Smallest Show on Earth,comedy
1957,The Steel Bayonet,world war ii
1957,Suspended Alibi,crime
1957,That Woman Opposite,crime
1957,There's Always a Thursday,crime
1957,These Dangerous Years,comedy
1957,The Tommy Steele Story,musical
1957,Town on Trial,mystery
1957,The Truth About Women,comedy
1957,The Vicious Circle,thriller
1957,Windom's Way,drama
1957,Woman in a Dressing Gown,drama
1957,Yangtse Incident: The Story of H.M.S. Amethyst,action
1957,You Pay Your Money,crime
1958,The Adventures of Hal 5,adventure
1958,Bachelor of Hearts,comedy
1958,The Bank Raiders,crime
1958,Battle of the V-1,world war ii
1958,The Big Money,comedy
1958,Blind Spot,drama
1958,Blood of the Vampire,horror
1958,The Camp on Blood Island,world war ii
1958,Carry On Sergeant,comedy
1958,Carve Her Name with Pride,world war ii/spy
1958,Chain of Events,crime drama
1958,Chase a Crooked Shadow,thriller
1958,Davy,comedy/drama
1958,The Diplomatic Corpse,drama
1958,The Doctor's Dilemma,comedy/drama
1958,Dracula,horror
1958,Dublin Nightmare,crime
1958,The Duke Wore Jeans,comedy
1958,Dunkirk,world war ii
1958,Floods of Fear,action drama
1958,Further Up the Creek,comedy
1958,Gideon's Day,drama
1958,Girls at Sea,comedy
1958,The Golden Disc,musical
1958,Happy Is the Bride,comedy
1958,Heart of a Child,drama
1958,I Was Monty's Double,world war ii
1958,Ice Cold in Alex,world war ii
1958,Innocent Sinners,drama
1958,Intent to Kill,thriller
1958,A Lady Mislaid,comedy
1958,Law and Disorder,comedy
1958,Links of Justice,crime
1958,The Man Inside,crime
1958,The Man Upstairs,drama
1958,Man with a Gun,crime
1958,Mark of the Phoenix,thriller
1958,Moment of Indiscretion,crime
1958,Next to No Time,comedy
1958,A Night to Remember,drama
1958,No Time to Die,world war ii
1958,Nor the Moon by Night,african drama
1958,Nowhere to Go,crime
1958,Orders to Kill,world war ii
1958,A Question of Adultery,drama
1958,The Revenge of Frankenstein,horror
1958,The Safecracker,crime/world war ii
1958,Sea of Sand,world war ii
1958,The Sheriff of Fractured Jaw,comedy/western
1958,The Silent Enemy,world war ii
1958,The Snorkel,crime
1958,The Spaniard's Curse,drama
1958,Stormy Crossing,mystery
1958,The Strange World of Planet X,sci-fi
1958,A Tale of Two Cities,literary drama
1958,Tread Softly Stranger,crime
1958,The Trollenberg Terror,science fiction
1958,The Two-Headed Spy,thriller
1958,Up the Creek,comedy
1958,Violent Playground,drama
1958,The Wind Cannot Read,world war ii
1958,A Woman of Mystery,crime
1959,The 39 Steps,thriller
1959,The Bandit of Zhobe,adventure
1959,The Battle of the Sexes,comedy
1959,"Behemoth, the Sea Monster",sci-fi
1959,Blind Date,crime
1959,Bobbikins,comedy
1959,The Bridal Path,comedy
1959,The Captain's Table,comedy
1959,Carlton-Browne of the F.O.,comedy
1959,Carry On Nurse,comedy
1959,Carry On Teacher,comedy
1959,Crash Drive,drama
1959,The Crowning Touch,comedy
1959,Danger List,drama
1959,Danger Within,world war ii
1959,The Desperate Man,crime
1959,Devil's Bait,drama
1959,Don't Panic Chaps!,comedy
1959,Expresso Bongo,musical
1959,Ferry to Hong Kong,adventure
1959,Floods of Fear,thriller
1959,Follow a Star,comedy/musical
1959,Friends and Neighbours,comedy
1959,The Heart of a Man,drama
1959,Honeymoon,drama
1959,Horrors of the Black Museum,horror
1959,The Hound of the Baskervilles,mystery
1959,I'm All Right Jack,comedy
1959,Jack the Ripper,crime
1959,The Lady Is a Square,musical/romance
1959,Left Right and Centre,comedy/romance
1959,Libel,drama
1959,Make Mine a Million,comedy
1959,The Man Who Could Cheat Death,horror
1959,Model for Murder,crime
1959,The Mouse That Roared,comedy
1959,The Mummy,horror
1959,The Navy Lark,comedy
1959,The Night We Dropped a Clanger,comedy
1959,No Trees in the Street,thriller
1959,North West Frontier,adventure
1959,Operation Amsterdam,world war ii action
1959,Operation Bullshine,world war ii comedy
1959,Our Man in Havana,spy/comedy
1959,Please Turn Over,comedy
1959,The Price of Silence,crime
1959,Room at the Top,drama
1959,Sapphire,drama
1959,Serious Charge,drama
1959,The Shakedown,crime
1959,The Siege of Pinchgut,action
1959,The Square Peg,world war ii comedy
1959,Summer of the Seventeenth Doll,comedy/drama
1959,Tarzan's Greatest Adventure,african adventure
1959,Tiger Bay,crime/thriller
1959,Too Many Crooks,comedy
1959,A Touch of Larceny,comedy
1959,The Treasure of San Teresa,thriller
1959,The Ugly Duckling,comedy
1959,Upstairs and Downstairs,comedy
1959,Woman's Temptation,crime
1959,Yesterday's Enemy,world war ii
1960,And the Same to You,comedy
1960,The Angry Silence,drama
1960,Beat Girl,drama
1960,Bluebeard's Ten Honeymoons,thriller
1960,The Boy Who Stole a Million,comedy
1960,The Brides of Dracula,horror
1960,The Bulldog Breed,comedy
1960,Carry On Constable,comedy
1960,The Challenge,crime
1960,Circus of Horrors,horror
1960,The City of the Dead,horror
1960,Cone of Silence,drama
1960,Conspiracy of Hearts,drama
1960,Crossroads to Crime,crime/thriller
1960,The Day They Robbed the Bank of England,crime
1960,Dentist in the Chair,comedy
1960,Doctor in Love,comedy
1960,The Entertainer,drama
1960,Escort for Hire,crime
1960,Faces in the Dark,crime drama
1960,Feet of Clay,crime
1960,The Flesh and the Fiends,horror
1960,A French Mistress,comedy
1960,The Full Treatment,drama
1960,Hand in Hand,family
1960,Hell Is a City,crime drama
1960,His and Hers,comedy
1960,The House in Marsh Road,thriller
1960,Identity Unknown,drama
1960,In the Nick,comedy
1960,Jazz Boat,musical/comedy
1960,Kidnapped,adventure
1960,The League of Gentlemen,crime
1960,Light Up the Sky!,comedy
1960,Linda,teen drama
1960,Make Mine Mink,comedy
1960,Man in the Moon,comedy
1960,The Millionairess,comedy
1960,Never Let Go,crime drama
1960,Night Train for Inverness,drama
1960,No Kidding,comedy
1960,Peeping Tom,thriller
1960,Piccadilly Third Stop,thriller
1960,The Pure Hell of St Trinian's,comedy
1960,Saturday Night and Sunday Morning,drama
1960,School for Scoundrels,comedy
1960,Sink the Bismarck!,world war ii drama
1960,Sons and Lovers,drama
1960,The Stranglers of Bombay,action
1960,Sword of Sherwood Forest,adventure
1960,The Tell-Tale Heart,horror
1960,Too Young to Love,drama
1960,Trouble with Eve,crime
1960,Tunes of Glory,drama
1960,The Two Faces of Dr. Jekyll,horror
1960,Two-Way Stretch,comedy
1960,Urge to Kill,crime
1960,Village of the Damned,sci-fi
1961,Bomb in the High Street,drama
1961,Carry On Regardless,comedy
1961,Cash on Demand,thriller
1961,The Curse of the Werewolf,horror
1961,The Day the Earth Caught Fire,sci-fi
1961,Double Bunk,comedy
1961,The Girl on the Boat,comedy
1961,Gorgo,sci-fi
1961,The Greengage Summer,drama
1961,The Guns of Navarone,world war ii
1961,The Hellions,adventure
1961,Highway to Battle,drama
1961,House of Mystery,horror
1961,The Impersonator,mystery
1961,The Innocents,horror
1961,Invasion Quartet,comedy
1961,Jungle Street,crime
1961,The Long and the Short and the Tall,world war ii
1961,Lunch Hour,comedy
1961,The Man in the Back Seat,crime
1961,Mr. Topaze,comedy
1961,"Murder, She Said",mystery
1961,The Night We Got the Bird,comedy
1961,Night Without Pity,crime
1961,No Love for Johnnie,drama
1961,No My Darling Daughter,comedy
1961,Nothing Barred,comedy
1961,On the Fiddle,comedy/action
1961,Out of the Shadow,thriller
1961,Part-Time Wife,comedy
1961,Payroll,crime
1961,Pit of Darkness,thriller
1961,The Queen's Guards,drama
1961,Rag Doll,crime
1961,The Rebel,comedy
1961,Return of a Stranger,thriller
1961,The Roman Spring of Mrs. Stone,drama
1961,Savage Guns,western
1961,Seven Keys,crime
1961,The Shadow of the Cat,horror
1961,The Singer Not the Song,western
1961,The Snake Woman,horror
1961,Spare the Rod,drama
1961,Strip Tease Murder,crime
1961,Taste of Fear,thriller
1961,A Taste of Honey,drama
1961,The Third Alibi,thriller
1961,"Two Living, One Dead",thriller
1961,The Unstoppable Man,drama
1961,Very Important Person,comedy
1961,Victim,drama
1961,A Weekend with Lulu,comedy
1961,What a Carve Up!,comedy
1961,What a Whopper,comedy
1961,Whistle Down the Wind,drama
1961,The Wind of Change,drama
1961,The Young Ones,musical
1962,All Night Long,drama/music
1962,Ambush in Leopard Street,crime
1962,The Amorous Prawn,comedy
1962,Billy Budd,drama
1962,The Boys,crime
1962,The Cabinet of Caligari,drama
1962,Captain Clegg,horror
1962,Carry On Cruising,comedy
1962,Crooks Anonymous,comedy
1962,Crosstrap,crime
1962,The Day of the Triffids,sci-fi
1962,The Devil's Agent,drama
1962,Dr. No,spy/action
1962,The Fast Lady,comedy
1962,Fate Takes a Hand,drama
1962,The Fur Collar,thriller
1962,Go to Blazes,comedy
1962,The Golden Rabbit,comedy
1962,Guns of Darkness,drama
1962,H.M.S. Defiant,drama
1962,In the Doghouse,comedy
1962,The Iron Maiden,comedy
1962,"It's Trad, Dad!",musical
1962,Jigsaw,crime
1962,A Kind of Loving,drama
1962,Life for Ruth,drama
1962,The Loneliness of the Long Distance Runner,drama
1962,Mix Me a Person,crime/drama
1962,Mrs. Gibbons' Boys,comedy
1962,Night of the Eagle,horror
1962,On the Beat,comedy
1962,Operation Snatch,comedy
1962,Our Man in the Caribbean,action
1962,The Painted Smile,thriller
1962,A Pair of Briefs,comedy
1962,The Password Is Courage,world war ii
1962,The Phantom of the Opera,horror
1962,The Playboy of the Western World,comedy
1962,Postman's Knock,comedy
1962,Private Potter,drama
1962,A Prize of Arms,crime
1962,The Quare Fellow,drama
1962,Reach for Glory,drama
1962,Serena,crime
1962,She Knows Y'Know,comedy
1962,She'll Have to Go,comedy
1962,Solo for Sparrow,crime
1962,Tarnished Heroes,war
1962,Term of Trial,drama
1962,Tiara Tahiti,comedy/drama
1962,Trial and Error,comedy
1962,The Valiant,war
1962,The Very Edge,drama
1962,Village of Daughters,comedy
1962,The Waltz of the Toreadors,comedy
1962,We Joined the Navy,comedy
1962,What Every Woman Wants,comedy
1962,The Wild and the Willing,drama
1963,"80,000 Suspects",drama
1963,Billy Liar,drama
1963,Bitter Harvest,drama
1963,Blind Corner,thriller
1963,Carry On Cabby,comedy
1963,Carry On Jack,comedy
1963,Children of the Damned,horror
1963,Cleopatra,drama
1963,The Cracksman,comedy
1963,The Damned,sci-fi
1963,Death Drums Along the River,adventure
1963,Doctor in Distress,comedy
1963,Father Came Too!,comedy
1963,From Russia with Love,spy/action
1963,Girl in the Headlines,detective
1963,Heavens Above!,comedy
1963,The Hi-Jackers,crime
1963,The Horror of It All,comedy/horror
1963,Impact,thriller
1963,Incident at Midnight,crime
1963,The Informers,crime
1963,The Kiss of the Vampire,horror
1963,Ladies Who Do,comedy
1963,Lord of the Flies,drama
1963,The Man Who Finally Died,thriller
1963,The Marked One,crime
1963,The Mouse on the Moon,comedy
1963,Murder at the Gallop,mystery
1963,Mystery Submarine,action
1963,A Place to Go,crime
1963,The Punch and Judy Man,comedy
1963,The Running Man,drama
1963,Sammy Going South,drama
1963,The Scarlet Blade,adventure
1963,The Servant,drama
1963,Siege of the Saxons,adventure
1963,Sparrows Can't Sing,comedy
1963,A Stitch in Time,comedy
1963,Summer Holiday,musical
1963,The Switch,crime
1963,Tamahine,comedy
1963,This Sporting Life,drama
1963,Tom Jones,comedy
1963,Two Left Feet,comedy
1963,The Very Edge,drama
1963,West 11,crime
1963,The World Ten Times Over,drama
1963,The Wrong Arm of the Law,comedy
1964,The 7th Dawn,adventure
1964,The Bargee,comedy
1964,The Beauty Jungle,comedy/drama
1964,The Black Torment,horror
1964,Carry On Cleo,comedy
1964,Carry On Spying,comedy
1964,The Chalk Garden,drama
1964,Coast of Skeletons,adventure
1964,The Comedy Man,drama
1964,The Curse of the Mummy's Tomb,horror
1964,The Devil-Ship Pirates,adventure
1964,Dr. Strangelove,black comedy
1964,The Earth Dies Screaming,sci-fi
1964,East of Sudan,adventure
1964,The Evil of Frankenstein,horror
1964,First Men in the Moon,sci-fi/fantasy
1964,French Dressing,comedy
1964,Girl with Green Eyes,drama
1964,Goldfinger,spy/action
1964,The Gorgon,horror
1964,Guns at Batasi,drama
1964,A Hard Day's Night,musical/comedy
1964,Hide and Seek,action
1964,The High Bright Sun,thriller
1964,Hot Enough for June,comedy
1964,King & Country,drama
1964,The Leather Boys,drama
1964,The Long Ships,adventure
1964,Master Spy,espionage
1964,Mister Moses,comedy/adventure
1964,Murder Ahoy!,mystery
1964,Murder Most Foul,mystery
1964,Never Put It in Writing,comedy
1964,Night Train to Paris,thriller
1964,Nightmare,thriller
1964,Nothing But the Best,comedy
1964,Of Human Bondage,drama
1964,One Way Pendulum,comedy
1964,The Pumpkin Eater,drama
1964,Ring of Spies,spy
1964,The Scarlet Blade,action
1964,Séance on a Wet Afternoon,crime/drama
1964,Smokescreen,crime/drama
1964,This Is My Street,drama
1964,Tomorrow at Ten,thriller
1964,We Shall See,drama
1964,Witchcraft,horror
1964,Woman of Straw,mystery
1964,Wonderful Life,musical
1964,The Yellow Rolls-Royce,drama
1964,Zorba the Greek,adventure
1964,Zulu,historical
1965,The Alphabet Murders,mystery
1965,The Big Job,comedy
1965,The Brigand of Kandahar,colonial adventure
1965,Bunny Lake Is Missing,mystery/thriller
1965,Carry On Cowboy,comedy
1965,Catacombs,horror
1965,Catch Us If You Can,drama/comedy
1965,Cup Fever,sports/family
1965,Curse of the Fly,horror
1965,Curse of Simba,horror
1965,Darling,drama
1965,Devils of Darkness,horror
1965,Dr. Who and the Daleks,science fiction
1965,The Face of Fu Manchu,thriller
1965,Four in the Morning,drama
1965,Gonks Go Beat,sci-fi/musical
1965,The High Bright Sun,adventure drama
1965,A High Wind in Jamaica,adventure
1965,Hysteria,thriller
1965,The Intelligence Men,spy comedy
1965,The Ipcress File,spy/thriller
1965,The Knack …and How to Get It,comedy
1965,Lady L,comedy
1965,Licensed to Kill,spy comedy/thriller
1965,The Liquidator,spy comedy thriller
1965,The Little Ones,family
1965,Lord Jim,drama/adventure
1965,Mozambique,drama
1965,The Murder Game,crime
1965,The Night Caller,horror
1965,Operation Crossbow,spy/thriller
1965,The Pleasure Girls,drama
1965,Repulsion,thriller
1965,Return from the Ashes,thriller
1965,Shakespeare-Wallah,drama
1965,She,adventure
1965,The Skull,horror
1965,Spaceflight IC-1,sci-fi
1965,A Study in Terror,mystery
1965,Ten Little Indians,mystery
1965,Those Magnificent Men in their Flying Machines,comedy
1965,Three Hats for Lisa,musical
1965,Thunderball,spy/action/james bond
1965,Up Jumped a Swagman,comedy/musical
1965,Where the Spies Are,spy thriller
1965,You Must Be Joking!,comedy
1965,Young Cassidy,drama
1966,After the Fox,comedy
1966,Alfie,comedy
1966,Blowup,mystery
1966,The Blue Max,world war i drama
1966,Born Free,biopic
1966,The Brides of Fu Manchu,thriller
1966,Carry On Screaming!,comedy
1966,Cul-de-sac,thriller
1966,Daleks – Invasion Earth: 2150 A.D.,sci-fi
1966,The Deadly Affair,spy
1966,The Deadly Bees,horror
1966,Death Is a Woman,mystery
1966,"Don't Look Now, We're Being Shot At",war-comedy
1966,Don't Lose Your Head,comedy
1966,Dracula: Prince of Darkness,horror
1966,Eye of the Devil,horror
1966,Fahrenheit 451,futuristic drama
1966,The Family Way,drama
1966,The Fighting Prince of Donegal,adventure
1966,Finders Keepers,musical
1966,Funeral In Berlin,spy thriller
1966,Georgy Girl,drama
1966,The Great St Trinian's Train Robbery,comedy
1966,Hotel Paradiso,comedy
1966,I Was Happy Here,drama
1966,Invasion,sci-fi
1966,Island of Terror,horror
1966,It Happened Here,drama
1966,Kaleidoscope,crime drama
1966,A Man Could Get Killed,comedy/thriller
1966,A Man for All Seasons,historical drama
1966,Modesty Blaise,spy
1966,Morgan!,drama
1966,One Million Years B.C.,prehistoric adventure
1966,The Plague of the Zombies,horror
1966,The Psychopath,mystery
1966,The Quiller Memorandum,spy thriller
1966,"Rasputin, the Mad Monk",horror
1966,The Reptile,horror
1966,Sky West and Crooked,romantic drama
1966,That Riviera Touch,comedy
1966,They're a Weird Mob,adventure/comedy
1966,Thunderbirds Are Go,sci-fi
1966,The Trap,action
1966,Triple Cross,spy/thriller
1966,The Trygon Factor,thriller
1966,Where the Bullets Fly,espionage
1966,The Witches,horror
1966,The Wrong Box,comedy
1967,Accident,drama
1967,Attack on the Iron Coast,war
1967,Battle Beneath the Earth,sci-fi
1967,Bedazzled,comedy
1967,Berserk!,horror/slasher
1967,Carry On Doctor,comedy
1967,Casino Royale,comedy
1967,A Countess from Hong Kong,drama
1967,Danger Route,psy thriller
1967,The Day the Fish Came Out,comedy
1967,Deadlier Than the Male,adventure
1967,Far from the Madding Crowd,literary drama
1967,Jeremy Summers,british-german co-production
1967,Follow That Camel,comedy
1967,Frankenstein Created Woman,horror
1967,Here We Go Round the Mulberry Bush,drama
1967,How I Won the War,dark comedy
1967,It!,science fiction
1967,The Jokers,comedy
1967,Jules Verne's Rocket to the Moon,sci-fi/comedy
1967,The Last Safari,adventure
1967,The Long Duel,action
1967,The Magnificent Two,comedy
1967,Marat/Sade,drama
1967,Maroc 7,thriller
1967,The Mini-Affair,romance/comedy
1967,Mister Ten Per Cent,comedy
1967,The Mummy's Shroud,horror
1967,The Naked Runner,spy
1967,The Night of the Generals,thriller
1967,Our Mother's House,drama
1967,The Plank,comedy
1967,Poor Cow,drama
